row_index,key,contoh,googlecontoh
90723,mikrobial,ekologi mikrobial,microbial ecology
90729,mikrobus,"untuk alat angkutan jarak dekat, banyak dipergunakan mikrobus","For short-distance transportation, microbuses are often used"
90742,mikrofilm,perpustakaan juga menyimpan mikrofilm naskah kuno,the library also keeps microfilms of ancient manuscripts
90748,mikroflora,"ketika air dalam kemasan terkena sinar matahari cukup lama, mikroflora akan berkembang","When bottled water is exposed to sunlight long enough, microflora will develop"
90750,mikrofon,azan magrib terdengar lewat mikrofon masjid itu,The evening call to prayer was heard through the mosque's microphone
90837,mil,kapal mil kapal yang membawa surat-surat pos,mile ship a ship that carries postal letters
90839,milad,milad Muhammadiyah,Muhammadiyah's birthday
90843,milenial,"kehidupan generasi milenial tidak dapat dilepaskan dari teknologi informasi, terutama internet","The life of the millennial generation cannot be separated from information technology, especially the internet."
90846,mili-,"miliampere, milimeter","milliamperes, millimeters"
90859,milik,"dasar milik, barangnya yang hilang akhirnya ditemukan lagi","based on ownership, the lost item was finally found again"
90874,militan,pembinaan suatu organisasi memerlukan orang-orang yang militan dan penuh pengabdian,Building an organization requires people who are militant and dedicated
90875,militansi,kaum wanita harus mempunyai militansi dalam berjuang membangun masyarakat,women must have militancy in fighting to build society
90879,militerisme,militerisme negara itu telah membawa malapetaka bagi dunia,the country's militarism has brought disaster to the world
90881,militeristis,"karena bekas tentara, caranya memberi perintah agak militeristis","because he is a former soldier, his way of giving orders is somewhat militaristic"
90909,mimis,pertahanan musuh dihujani mimis,enemy defenses were showered with pellets
90910,mimisan,"kalau kamu mimisan, cepat-cepat tutup lubang hidungmu dengan daun sirih yang sudah diremas-remas","If you have a nosebleed, quickly close your nostrils with crushed betel leaves."
90936,minat,saya tidak ada minat untuk belajar melukis,I have no interest in learning to paint
90943,minder,para pemain jangan merasa minder menghadapi kesebelasan lawan yang kuat,The players should not feel inferior when facing a strong opposing team.
90949,mindo,"baru 15 menit yang lalu dia makan, sekarang mindo","just 15 minutes ago he ate, now mindo"
90954,mindringan,barang itu dibelinya mindringan,he bought the item mindringan
90973,mineralogis,penyelidikan secara mineralogis,mineralogical investigations
90976,minggat,ia sudah berniat untuk minggat dari rumah jika orang tuanya tidak merestui hubungan mereka,He had already intended to run away from home if his parents did not approve of their relationship.
90978,minggu,tiap hari minggu semua pegawai libur,Every Sunday all employees have a day off
90979,minggu,setiap tahun kami mendapat cuti dua minggu,every year we get two weeks off
90982,mingguan,gajinya diterima mingguan,salary is received weekly
90983,mingguan,ia sedang asyik membaca sebuah mingguan,he was engrossed in reading a weekly
90986,mini,rok mini rok berukuran pendek di atas lutut; sepeda mini sepeda berukuran kecil; teater mini kata pertunjukan teater yang sedikit sekali menggunakan dialog,mini skirt a short skirt that falls above the knee; mini bike a small bicycle; mini theater a theatrical performance that uses very little dialogue
90987,mini-,minibus; minikomputer,minibus; minicomputer
90988,miniatur,miniatur Tugu Monas,miniature of the National Monument
90992,minibasket,minibasket adalah program olahraga bola basket di kalangan anak-anak berusia di bawah dua belas tahun,Minibasket is a basketball sports program for children under twelve years old.
90998,minim,tenaga ahli di tempat terpencil ini masih sangat minim,the number of experts in this remote area is still very minimal
90999,minimal,untuk mengikuti ujian masuk perguruan tinggi disyaratkan minimal berijazah sekolah lanjutan tingkat atas; panjang makalah minimal sepuluh halaman,"To take the university entrance exam, you must have at least a high school diploma; the minimum length of the paper must be ten pages."
91004,minimum,pemerintah menetapkan upah minimum bagi buruh harian,the government sets a minimum wage for daily laborers
91007,miniswalayan,di perda itu disebutkan bahwa miniswalayan harus berjarak setengah kilometer dari pasar lingkungan,The regulation states that minimarkets must be half a kilometer from local markets.
91009,minor,"selang nada sekon minor, tangga nada A minor, dan akor C minor","minor second interval, A minor scale, and C minor chord"
91010,minor,ia membawakan peran minor dalam drama itu,he played a minor role in the drama
91015,minta,anak itu merengek-rengek minta dibelikan mainan,the child was whining and asking to be bought a toy
91016,minta,panitia minta para pengunjung mengisi daftar tamu,the committee asked visitors to fill out the guest list
91017,minta,dia minta dua porsi nasi rames,he asked for two portions of mixed rice
91018,minta,"sudah banyak pemuda yang minta gadis itu, tetapi ia selalu menolaknya","Many young men have asked for the girl, but she always refuses"
91019,minta,kenakalan remaja akhir-akhir ini minta perhatian kita semua,Juvenile delinquency recently demands our attention
91020,minta,bencana tanah longsor itu ternyata minta banyak korban jiwa,The landslide disaster apparently claimed many lives
91043,minta-minta,minta-minta jangan hujan hari ini,please don't rain today
91059,minum,hampir setiap pagi ayahku minum susu,almost every morning my father drinks milk
91060,minum,dilarang minum rokok di tempat penjualan bensin; minum madat,smoking is prohibited at petrol stations; drinking opium
91065,minuman,"di depot itu dijual minuman, rokok, dan obat-obatan","At the depot, drinks, cigarettes and medicines are sold."
91077,minus,minus sepuluh derajat celcius (-10°C),minus ten degrees Celsius (-10°C)
91078,minus,ia mengenakan pakaian daerahnya minus ikat kepala,he wore his regional clothes minus the headband
91079,minus,permukiman yang gersang itu merupakan daerah minus,the arid settlement is a minus area
91080,minus,gajinya selalu minus; nilainya minus sehingga ia tidak diterima di sekolah itu,his salary was always minus; his grades were minus so he was not accepted at that school
91257,mirik,jika mirik hendak dipalit,if you want to twist it
91259,miring,cerobong ini miring sedikit,This chimney is tilted slightly
91260,miring,cerobong kapal itu miring ke belakang,the ship's funnel tilted backwards
91261,miring,kapal yang bocor itu miring ke kanan,the leaking ship was listing to starboard
91262,miring,orang itu sudah miring (otaknya),that person's brain is already tilted
91263,miring,harga barang-barang di koperasi lebih miring daripada di toko,The prices of goods at the cooperative are cheaper than in the shop
91264,mirip,mukanya mirip muka ibunya,her face is similar to her mother's face
91265,mirip,bunga mawar plastik itu mirip bunga mawar asli,The plastic roses look like real roses
91281,misal,"banyak binatang yang harus dilindungi, sebagai misal, banteng, orang utan, burung cenderawasih","There are many animals that need to be protected, for example, wild buffalo, orangutans, birds of paradise"
91282,misal,"jangan marah, itu hanya sebagai misal","don't be angry, it's just an example"
91284,misalkan,"misalkan dia tak sanggup membantu kita, apa yang akan kita lakukan nanti?","Suppose he is unable to help us, what will we do then?"
91297,misi,misi perdagangan kita akan mengadakan kunjungan ke luar negeri,Our trade mission will make a visit abroad
91309,miskin,para mahasiswa melakukan kegiatan sosial untuk membantu orang-orang miskin,students carry out social activities to help poor people
91314,miskram,wanita hamil dua bulan dapat (mengalami) miskram kalau ia terlalu lelah,A woman who is two months pregnant can experience miscarriage if she is too tired.
91323,mispersepsi,merupakan satu persepsi atau bisa pula suatu mispersepsi bahwa rakyat telah merasa menang dalam Pemilu yang lalu,It is a perception or it could also be a misperception that the people felt they had won the last election.
91327,mistar,digambarnya rumah itu tanpa menggunakan mistar,he drew the house without using a ruler
91328,mistar,kiper kembali mengambil posisi di bawah mistar,the goalkeeper returns to his position under the crossbar
91329,mistar,ia gagal meloncat di atas mistar setinggi 155 cm,he failed to jump over the 155 cm high bar
91337,misteri,mengapa dia terbunuh dan siapa yang membunuh masih merupakan misteri,why he was killed and who killed him is still a mystery
91340,misterius,kita harus mencari mobil misterius yang disebut-sebut dalam perkara pembunuhan itu,we have to look for the mysterious car that was mentioned in the murder case
91344,mistis,ia tertarik untuk mempelajari hal-hal yang mistis,he is interested in studying mystical things
91372,mitra,ia telah memilih perusahaan itu sebagai mitra dagangnya,he has chosen the company as his trading partner
91376,mitra latih,dia menjadi mitra latih latih dalam dunia pertinjuan,he became a training partner in the world of boxing
91406,mobil,ia sangat mobil sehingga cocok untuk melakukan tugas luar,it is very mobile so it is suitable for doing outdoor tasks
91436,mobilisasi,dalam keadaan perang Pemerintah dapat mengundangkan mobilisasi bagi pemuda pemudinya,in a state of war the government can issue a decree for the mobilization of its young men and women
91437,mobilisasi,kecilnya modal perusahaan itu membatasi mobilisasi dana dan kemampuan pemasaran,The company's small capital limits fund mobilization and marketing capabilities.
91442,mobilitas,ahli sosiologi itu sedang meneliti mobilitas penduduk pulau itu,The sociologist is researching the mobility of the island's population.
91466,modal,ia menanam modalnya dalam perusahaan itu,he invested his capital in the company
91467,modal,keberanian merupakan modal pertama dalam ujian,Courage is the first capital in the test
91491,modar,biarkan penjahat itu modar,let the criminals die
91492,mode,ia selalu berpakaian mengikuti mode,he always dresses according to fashion
91496,model,rumahnya dibuat seperti model rumah adat,the house is made like a traditional house model
91497,model,pernah aku menjadi model lukisan,I was once a painting model
91498,model,gadis model yang cantik-cantik itu memperagakan pakaian dari bahan batik,The beautiful model girls are showing off clothes made from batik material
91499,model,model pesawat terbang,model airplane
